UniprotID,Length,Molecular_Weight (kDa),num_theoretical_peptides,num_unique
J3QR29,772,89.437025,42,42
F5H7X3,772,83.174355,22,22
F5H8H4,772,86.057455,29,29
F2Z370,771,87.99826,46,46
K7ES92,771,84.62186,28,28
H3BS09,771,87.39531,38,38
D6RBC4,771,85.80537,41,41
F8VV04,771,89.04035,40,40
F5GWK9,770,84.548855,30,30
Q32M42,770,83.947335,36,36
C9J690,770,87.238135,37,37
J3KP76,769,83.64926,35,35
F5H1Z7,769,87.2839,40,40
I3L2B0,769,85.52369,40,40
E7ESM9,769,82.43607,39,39
Q6P2Q0,769,84.78642,32,32
E1B6W6,769,84.92147,19,19
J3KPS6,769,86.96445,29,29
F5H4I9,768,86.454965,47,47
E7EUL7,768,84.591985,40,40
F5GY84,768,86.801995,43,42
Q5R341,768,84.035435,31,31
E9PCM6,768,85.380655,34,34
F8VVB6,768,85.920785,38,38
Q5R345,768,84.329665,29,29
F8W9L0,767,86.06729,32,32
B7Z4B8,767,86.12182,35,35
Q6PI57,767,82.95442,36,36
H3BS25,767,87.71663,35,35
E9PEW9,767,86.00863,36,36
D6REY2,766,86.059485,35,35
E9PRX9,766,84.135755,30,30
B7ZLP8,766,88.743305,38,38
B7Z2W5,766,86.552265,34,34
H7BZD5,766,87.527335,44,44
J3KP77,766,78.533865,13,13
E2QRF0,766,86.114085,40,40
E9PJN1,765,84.75513,39,39
H8Y6P7,765,87.80598,48,48
E7EMA9,764,83.379415,30,30
E9PG19,764,86.813695,44,44
F5GYU5,764,86.842995,32,32
F8W8S3,764,82.610975,36,36
Q8NG44,764,79.313655,22,22
B4DWJ2,764,86.578575,44,44
E9PIP6,764,88.479535,45,45
H0YBA1,764,85.825045,35,35
G5E9W2,764,85.146145,46,46
E9PPE7,764,81.487275,32,32
B4DL80,763,84.88755,34,34
J3KNL9,763,85.59127,38,38
K7EK35,763,87.36175,41,41
F5GZ27,763,85.6408,35,35
F8W964,762,82.278605,36,36
J3KQ69,762,85.608155,49,49
B1AUU8,762,83.653525,43,43
H7BYU0,762,84.696175,41,41
F8WD82,762,88.121885,32,32
C9J266,762,86.814025,34,34
M0QXB9,761,74.72477,11,11
H3BLW6,761,86.79978,26,26
G3V3I7,761,86.98705,39,39
J9JIE5,761,83.32128,20,20
H3BNZ1,761,83.7269,39,39
E7EPL4,760,83.570715,39,39
J3KNC8,760,87.587385,43,43
F5H2N6,760,86.685945,35,35
F8VYA6,760,81.265015,22,22
J3KNK6,759,82.67876,31,31
E7EN20,759,83.92731,35,35
B7Z2F6,759,86.09962,30,30
J3KN34,759,86.30393,36,36
C5HU01,759,82.24515,30,30
B1AL16,758,84.342155,40,40
F2Z2J1,758,85.633415,47,47
J3KNV5,758,85.728685,34,34
H3BNW8,758,87.164865,33,33
F5H7S9,758,87.113295,42,42
B4E0Q1,758,86.411175,41,41
F6VGH2,758,86.273235,44,44
E9PDL2,758,86.326175,40,40
C9J6B6,757,82.49378,26,26
G3V180,757,84.37525,36,36
F5GXT2,757,85.3569,45,45
Q5W0Q3,757,87.05089,39,39
B1ALB4,757,84.94289,29,29
E9PAU2,756,79.577765,25,25
H0YED0,756,83.169555,33,33
C9J167,756,84.696725,39,39
G3V1D3,756,84.304175,36,36
F8W9E7,756,85.331595,35,35
B7ZAA0,756,86.558625,45,45
H0Y5N9,756,79.771805,39,39
M0R165,756,83.474565,44,44
J3QSX0,756,80.983205,37,37
B4DGD8,756,83.992135,30,30
G3V186,755,84.08638,35,35
F5H410,755,84.44888,33,33
H0Y6F6,755,79.9316,37,37
E9PEP7,755,85.19751,23,23
B4DUC5,754,85.471945,37,37
H0YDT0,754,81.948395,34,34
F5H4Q0,754,87.395295,42,42
A8MQ56,754,83.742095,40,22
B1AKP8,754,85.899955,37,37
B7Z2U6,754,83.999705,30,30
B7Z468,754,80.998505,37,37
F8WE25,754,81.366055,29,29
J3KPA3,754,85.182385,31,31
H0Y860,754,84.798255,34,34
H0YBZ1,753,84.80591,38,38
H0YDE2,753,85.23743,47,47
U3KQ99,753,84.14402,38,38
E7ESH9,753,86.00943,45,45
G3V1N5,753,86.33665,40,40
E5RGM0,753,83.87254,38,38
H7C3P6,753,85.78593,44,44
B7ZLT5,753,83.98565,42,42
F5H6I3,753,83.03969,37,37
H0YG18,752,79.712415,24,24
J3QTJ5,752,84.114025,32,32
E9PKI6,752,86.385995,30,30
E9PLD8,752,85.167475,33,33
H7BXL6,752,85.079705,39,39
G3V3G9,751,84.75201,38,38
K7EQV0,751,87.06503,30,30
F8W7S5,751,84.32551,46,46
F5GYZ2,751,84.44056,37,37
B4DTY9,751,83.58592,35,35
F2Z3N3,751,84.12632,29,29
E9PNW5,750,83.091085,38,38
B4DPI2,750,82.961515,43,43
E9PQN2,750,86.211845,30,30
J3KQI8,750,82.401575,20,20
B4DKE4,750,84.743435,44,44
E7EV93,749,84.06639,29,29
H7C517,749,87.33552,36,36
E9PBU2,749,85.07136,37,37
E9PCS3,749,82.19272,40,40
F5H514,749,85.25413,42,42
H3BSG2,749,81.30774,24,24
F5H628,749,83.52675,31,31
H7BZJ7,749,84.21862,29,29
F8WCI3,749,86.51225,37,37
G3V325,749,84.10918,40,40
B7Z5P9,748,85.888555,34,34
F8W6T6,748,81.010445,35,35
Q5JAR4,748,82.543405,29,29
F5H5P4,748,86.929285,39,39
Q5VST3,748,84.698775,31,31
H0Y713,748,83.835565,32,32
B4DZ03,748,87.956325,37,37
H7C485,748,85.322685,38,38
B7Z3R2,748,87.317685,26,26
F5GZU3,747,84.69769,32,32
E7EML0,747,83.96755,31,31
H3BPM0,747,85.20368,35,35
H3BUS3,747,84.73514,39,39
F5GZI3,747,82.06336,43,43
H7BXD3,747,82.75989,35,35
H0YL38,747,84.09926,41,41
F5H7V1,747,86.35545,25,25
H0YJ41,747,82.65985,28,28
H7C2B5,746,81.851895,35,35
F5H6M9,746,84.259845,41,41
E9PEE8,746,81.543195,37,37
Q5QPR4,746,86.823625,41,41
Q7Z7F4,746,81.492205,29,29
H0Y2U3,746,86.254845,33,33
Q8NC81,746,82.539965,45,45
G8JLJ7,746,84.536455,38,38
H3BQZ7,746,84.690955,34,34
B7ZL90,745,84.09195,46,46
E7EPH8,745,86.23634,41,41
E0CX15,745,82.32512,30,30
B7WP74,745,85.57592,37,37
B1AM99,745,81.56928,33,33
B4DMI1,745,85.2945,29,29
E9PKP7,745,87.4358,37,37
K7EMK7,744,79.968345,32,32
J3KRI5,744,82.746955,27,27
J3KQU5,744,81.226785,32,32
G8JLB5,744,84.250765,38,38
F8WE01,744,83.971405,41,41
B7ZKW6,744,82.527055,30,30
F5GZP6,744,84.071015,35,35
E9PGF6,744,86.646755,40,40
C9J879,743,83.88286,33,33
B4DVN5,743,81.33296,38,38
E7ERX9,743,83.877,37,37
C9K0V9,743,78.18862,30,30
Q6ZN50,743,83.76327,44,44
F5H0F9,742,83.674535,41,41
J3KSE3,742,81.421845,30,30
J3KMW4,742,85.134965,39,39
H7BYW2,742,81.330875,32,32
H7C4B2,741,79.42955,36,36
H7C1Q6,741,83.25614,39,39
H7C0E9,741,79.91669,17,17
E2QRH1,741,79.10643,32,32
B1AKJ6,741,83.78491,30,30
E9PQG4,740,85.300295,39,39
B5MD83,740,83.652785,38,38
C9JMN1,740,84.519195,43,43
K7EMM9,740,83.260625,33,33
E7ER61,739,83.812,34,34
F5H1A8,739,81.48413,32,32
I3L0N3,739,82.09106,45,45
B4DKY1,739,84.27739,39,39
F5GX91,739,84.32309,34,34
D6RA70,739,82.98804,36,36
H0Y8B6,739,81.93991,37,37
L7MUH0,739,83.9884,33,33
F5H6U6,739,83.51186,35,35
E9PG73,739,87.08793,19,19
D6RHE5,739,83.01824,26,26
H0Y7L6,738,77.988795,8,8
J3KNF3,738,78.188115,30,30
E9PP10,738,82.765645,30,30
Q8WYQ0,738,77.741745,27,27
A8MVQ3,738,84.471785,38,38
J3KTL7,738,85.243235,42,42
E7EPS0,738,84.223705,40,40
J3KPI2,738,82.056565,51,51
J3KNL5,738,85.369275,41,41
B4DKB2,738,83.572925,39,39
F5H630,737,85.32788,43,41
C9JIF9,737,81.67347,31,31
K7EL81,737,80.30928,37,37
B4DPY1,737,85.39863,36,36
E9PMG1,737,80.43581,33,33
G5E9Y1,737,80.98727,36,36
F5H5W4,737,82.05753,36,36
H0Y7U8,737,83.59073,40,40
H7C5N3,737,84.40029,40,40
Q4VAP1,736,81.299635,31,31
H9KV89,736,84.451265,39,38
G3V483,736,83.709935,41,41
R4GN15,736,80.797565,35,35
J3KP89,736,84.870135,31,31
F5H365,736,82.968515,37,37
D6R9X2,736,81.964095,35,35
F8W6B8,736,84.030255,44,44
G8JLI6,735,81.72255,34,34
M3ZCP1,735,82.98079,35,35
Q5JWQ6,735,81.98983,31,31
B4DLR2,735,84.86178,40,40
J3QR07,735,85.58666,24,24
J3KPQ0,734,80.464805,28,28
J3KN65,734,78.492765,30,30
E9PFX6,734,82.162115,37,37
H7BYF1,734,83.990665,36,36
E9PEI7,734,83.468665,35,35
F5H4D1,734,81.477465,31,31
J3KR72,734,78.947915,40,40
E9PHT6,734,81.385655,42,42
F5GZG9,734,77.015005,26,26
J3KR83,734,81.833085,24,24
E7EU09,733,82.04214,31,31
E9PDK2,733,79.47933,30,30
E9PJR2,733,79.73786,36,36
E7EPE6,733,84.39704,41,41
M0R127,733,83.02228,40,40
M0R387,733,80.14206,39,39
E7EPR3,733,83.03328,35,34
I3L2K5,733,83.64699,39,39
H0Y6M8,732,82.782685,38,38
F8WAH1,732,81.037535,32,32
E7EVH7,732,83.694245,45,45
G3V533,732,83.924435,47,47
B4DRL5,732,83.957805,38,38
B3KU92,732,81.856485,35,35
F5GX27,732,82.483635,30,30
J3KQD6,732,80.830145,35,35
H3BLZ8,731,80.43899,36,36
G5E9Z1,731,81.82212,44,44
B7ZAV6,731,81.17818,31,31
B3KT86,731,82.28788,35,35
F8W6L0,731,82.21122,45,45
B7ZKL3,731,82.32192,38,38
C9JEW8,731,83.18947,37,37
H3BLT0,731,81.00876,32,32
E7ERK1,731,82.26232,46,46
G3XA82,731,77.85297,28,28
F2Z3A6,731,83.24885,33,33
I3L2N2,730,78.375655,31,31
F8W7L6,730,82.108245,39,39
A8MQ07,730,84.729115,39,39
E9PG72,730,81.377675,26,26
H0YBN5,730,81.979295,38,38
E9PQB1,730,81.919665,25,25
C9J2A8,730,79.898935,42,42
E9PHA2,730,81.572225,36,36
A2ABH1,729,82.78537,42,42
G3XAG5,729,81.32564,26,26
J3KPT0,729,83.90465,36,36
G5E9B4,729,80.00621,33,33
H0Y8J2,728,82.556625,38,38
E9PAW1,728,81.677435,31,31
F5H0I3,728,80.076715,35,35
E7ETH1,728,77.499825,19,19
C9K0F9,728,84.131045,38,38
H0Y2R3,728,76.200255,19,19
H0Y6V3,728,81.684775,37,37
H0YAJ5,728,80.082275,36,36
E9PEW0,728,79.034145,42,42
J3KMY8,728,81.707405,30,30
E9PK09,726,83.231525,29,29
F8W8G5,726,81.790225,27,27
E9PES4,726,82.794115,38,38
A6NG92,726,83.022885,40,40
F5GYY0,726,81.177665,33,33
C9JSG1,725,83.41202,37,37
E9PE15,725,80.50152,29,29
D6RJB7,725,81.74612,42,42
H0Y4R2,725,81.69285,40,40
G3XAK1,725,81.99841,38,38
F8WD03,725,81.56728,37,37
B4E0T7,725,80.44613,30,30
F8W7P2,724,79.271965,31,31
E9PGT3,724,81.470905,44,44
K7EQV7,724,84.257765,28,27
H0YB16,724,81.468095,39,39
M0QYX6,724,82.210535,39,39
E9PE95,724,80.411875,38,38
G3XAH6,724,80.625495,38,38
E9PC33,724,79.572115,32,32
B3KTY4,724,81.552905,33,33
G8JLC4,724,81.918555,40,40
F5H3M2,724,81.371345,44,44
G3V311,724,77.752545,27,27
G3XAP6,724,79.696265,31,31
Q5TCJ5,723,79.71223,27,27
I3L187,723,80.4939,25,25
J3KQ60,723,80.02576,39,39
A6NNN6,723,81.32394,34,34
H0YEM4,723,81.17679,41,41
B4DMZ1,723,79.15866,27,27
C9JJE7,723,73.13087,32,24
H7C1W1,723,79.86496,34,34
F8W8C2,723,82.27683,34,34
B7Z2Y5,723,81.77973,36,36
E7ENB6,723,82.26648,33,33
Q5T1N2,722,80.211515,36,36
F8W8F9,722,83.769335,35,35
G3V1P5,722,79.600185,16,16
F8WAJ0,722,80.944815,38,38
H9KVB7,722,81.485385,35,35
B4DIW9,722,77.745675,27,27
F8WAQ1,722,80.475395,30,30
K7ENL3,722,83.125905,39,39
H0YJB5,722,81.039505,31,31
A2A376,722,82.612425,41,41
E7EX48,722,80.612345,39,39
J3KP07,721,79.68577,39,39
Q6PID9,721,79.6148,33,33
B7ZAU7,721,79.37002,36,36
F2Z2B9,721,82.60334,41,41
M0R2R2,721,80.14259,27,27
C9JS59,721,81.53068,33,33
Q5SWK9,721,80.75675,18,18
B7Z6G2,721,81.40388,41,41
B1AHL2,721,78.32845,31,31
F8VQX7,721,81.65637,42,42
B7ZMI3,721,81.94747,33,33
F8VQY2,720,79.855915,38,38
Q8N9D7,720,81.040645,39,39
H0YBJ4,720,80.567055,34,34
Q6GPI0,720,80.281635,39,39
B0QYH4,720,79.640505,22,22
Q5T9S2,720,84.350805,40,40
J3KPL1,720,81.743555,39,39
J3QLI7,720,79.999375,27,27
M0QYC5,720,83.696995,37,37
C9JHW1,720,81.788205,22,22
E9PRI4,719,81.14663,44,44
A2A3E5,719,80.74042,25,25
B5MEC7,719,78.21899,36,36
H7C0L5,719,80.06293,35,35
B4DSM2,719,83.16917,32,32
Q5JVZ5,718,82.364025,38,38
G3V1S1,718,81.983285,40,40
E9PP16,718,81.379765,40,40
F8W8M4,718,81.104265,46,46
Q5TCQ5,717,82.31997,31,31
F8WD00,717,82.21428,36,36
H0YFA7,717,78.57836,36,36
H0YMP8,717,81.95418,31,31
C9JRE4,717,80.03552,42,42
B4DSH5,717,79.76495,30,30
J3QSW1,717,79.28285,33,33
G5E987,717,70.04484,38,38
H0YNT2,716,76.896665,33,33
E9PFI8,716,81.568785,44,44
H0Y5G8,716,81.010045,38,38
C9JNJ4,716,74.759685,29,29
J3QQW9,716,80.321155,35,35
E7EV89,715,81.49896,35,35
E7EN65,714,61.923205,7,7
Q5T1U7,714,73.636005,37,37
H0Y7C1,714,78.906515,35,35
E9PG40,714,80.832835,33,33
J3KPM9,714,83.359825,37,37
B4DUE3,714,80.409075,33,33
E7EPC6,714,78.516015,27,27
H0YBE5,714,81.707765,37,37
E9PQH3,714,81.771025,44,41
H0Y335,713,81.59762,37,37
H0YBA3,713,78.81189,33,33
H0Y6K5,713,75.31178,8,8
G3XAC4,712,78.159315,29,29
E9PJE3,712,80.182675,31,31
H3BV68,712,81.580185,38,38
A0AVL1,712,78.538595,35,35
B5MEG9,712,75.031575,45,45
G8JLD5,712,79.620985,50,50
B4DXD0,712,82.959575,46,46
B7ZB17,712,80.710975,44,44
H0YGM0,712,80.124185,37,37
A8MYE6,712,78.344755,40,40
C9J1X0,712,79.239145,37,37
E7EWE5,712,77.586345,39,39
H7BY33,712,80.654815,49,49
B4DG22,711,80.58284,44,44
J3KNX4,711,78.76657,34,34
J3KR69,711,79.48292,42,42
F8W6N3,711,78.15034,29,29
B9A067,711,78.97298,44,44
E9PC65,711,80.54494,39,39
D6RCT7,711,82.41286,43,43
F8WE62,711,78.62312,47,47
C9JNM7,711,81.04026,35,35
F8W7K4,711,80.30184,29,29
B3KTC7,711,81.06916,35,35
F8W1I9,710,80.463925,38,38
H0Y742,710,79.590095,39,39
F5H5C4,710,79.837825,36,36
F5GYC4,710,80.622115,44,44
J3KPL8,710,77.159395,26,26
Q5VW52,710,80.139075,34,34
Q5TCQ3,709,80.93585,32,32
B3KQH5,709,80.51172,39,39
B4DY82,709,81.30915,37,37
E9PG03,709,76.65911,27,27
D6R968,709,82.36717,31,31
H7BZA0,709,80.28404,37,37
F8VXI9,708,78.866535,31,31
Q567P6,708,79.879455,35,35
C9JNG9,708,77.172335,38,38
E7ER44,708,77.968935,45,45
D3YTB5,708,76.059265,28,28
C9JM08,708,77.774945,27,27
B3KPE6,707,73.5076,25,25
F8W7U8,707,80.52152,35,35
B4DME2,707,77.16784,36,36
E9PNL8,707,78.92694,36,36
E7EVR7,707,79.48963,28,28
J3KNJ3,707,80.16296,37,37
Q5JXR7,707,81.15081,30,30
E9PCM2,707,77.22616,28,28
J3KQ68,707,82.46164,39,39
J3KQE0,706,79.085145,33,33
B0ZBF8,706,75.065695,35,35
H3BM22,706,78.765355,29,29
E9PII3,706,79.256845,37,37
E7ERI4,706,77.844225,27,27
E7EQD3,706,80.144145,42,41
H0Y5I5,706,75.669855,34,34
G3V5Z3,706,82.029835,35,35
B4DPF6,706,80.061575,38,38
E7ENM0,706,61.153305,8,8
Q5T2B5,706,82.358045,39,39
H3BLV4,706,78.724365,29,29
A8MX75,706,80.511115,36,36
E9PC74,705,78.34615,28,28
D3YTE0,705,82.4845,29,29
B3KSY4,705,76.60416,25,25
H0YM90,705,78.64831,30,30
C9J9G2,705,77.11879,24,24
A8MST6,705,78.21663,26,26
H0YG20,705,80.00822,36,36
C9JFW8,705,76.90192,32,32
G3XAI5,705,74.85162,30,30
B1ALK7,705,79.83177,36,36
E7EWS5,705,80.52623,30,30
E7ES46,705,68.9055,35,35
F5H5Q9,705,77.96292,39,39
F8W7D6,705,76.33087,37,37
D6RG30,704,79.919565,36,36
B1APY4,704,79.269915,31,31
H7C276,704,79.916495,34,34
G8JLG4,704,76.726265,31,31
B7ZLQ8,704,77.296255,28,28
F8W7R4,704,82.105185,45,45
Q5T7F0,704,79.029695,30,30
H0Y5T1,704,76.414175,43,43
B4DKJ3,704,77.213495,27,27
B7ZM02,704,80.290025,27,27
E7ES47,703,68.60713,38,38
C9JUY9,703,77.92792,27,27
E9PMV1,703,80.77964,39,39
E7ESY4,703,79.37263,44,44
E7ETU9,703,81.16988,36,36
E9PAL1,703,75.30908,14,14
F8W7M9,703,77.19926,31,31
Q8N3P8,703,81.50036,39,38
E7ES49,702,68.633385,36,36
F5H142,702,79.178585,30,30
M0QYC1,702,78.616675,36,36
B4DGL8,702,77.120365,27,27
H0Y871,702,80.509645,37,37
H0YER1,702,79.219525,39,39
G5E9D8,702,78.437055,39,39
J3QSZ1,702,70.658315,24,24
H0YGT6,702,76.963555,28,28
E9PJ08,702,76.359855,18,18
E7EUW9,702,78.727215,29,29
G5E993,702,78.591065,35,35
Q6V1P8,702,75.899175,27,27
B5MBY4,702,78.565165,37,37
F5H208,702,81.724585,38,38
J3KPF9,702,80.354485,36,36
E9PGY0,702,75.710715,29,29
E5RHL7,702,80.538945,39,39
J3KNW7,701,82.93947,31,31
F6TER3,701,76.00364,31,31
H0YMB8,701,78.81617,34,34
E7EW84,701,81.851,39,39
M0R1V6,701,76.73589,38,38
H0YE38,701,81.76991,41,41
E9PBB9,701,77.21217,33,33
D3YTK1,700,75.371975,36,36
H3BSH7,700,77.942375,32,32
G3V0G6,700,60.720845,5,5
J3KS54,700,78.086165,35,35
J3KQN7,700,78.390075,35,35
J3QKX5,700,79.442385,24,24
E7ETY4,699,78.45259,37,37
F5H7D6,699,74.90033,34,34
K7ESE9,699,75.79488,28,28
E7EMV2,698,78.880945,38,38
H3BM42,698,79.316675,39,39
B7Z452,698,77.906685,37,37
E7EU88,698,72.471265,34,34
E7ES51,698,68.044485,36,36
E7ET33,698,78.129355,28,28
E9PF93,698,79.061725,28,28
H0YBQ0,698,76.441115,39,39
B4E2X3,698,78.687145,38,38
J3KQR4,697,80.22319,39,35
B4DT08,697,79.11501,34,34
A2A3K3,697,75.1223,33,33
Q5SNW6,697,78.96387,37,37
E7EMH5,697,76.54663,35,35
F8WCA5,697,80.38953,40,40
B4DMA1,697,78.18098,41,41
E9PRY8,697,76.56928,31,31
H7C041,697,78.63447,35,35
J3KNP2,697,77.08948,39,39
E7END4,697,77.1971,34,34
H7BXP3,696,79.706285,28,28
E7EQB2,696,76.625195,45,45
B4DFC1,696,74.968615,38,38
J3KMX1,696,78.879975,30,30
H7C5R6,696,76.218215,28,28
F8WAL8,696,79.681405,28,28
F5GXM9,696,76.045565,25,25
H9KV31,695,77.27592,38,38
B4DTW4,695,79.44373,29,29
Q8NG45,695,71.72705,22,22
C9JW66,695,77.59436,39,39
C9J2H1,695,77.49699,38,38
E7ES55,695,67.53378,36,36
F5GXU4,695,80.3354,38,38
G5E9L9,695,76.14766,36,36
F8VUA7,695,79.20891,39,39
E9PNA7,695,80.44505,25,25
E9PD78,695,79.21883,39,39
C9J4Z0,694,74.642495,30,30
B7Z574,694,75.046295,32,32
A8MUV4,694,77.237895,20,20
F5H2E3,694,80.033785,46,46
D6RGW0,694,79.731405,39,39
D3DWW0,694,77.692265,31,31
J3QRU8,694,76.805465,36,36
J3KPC5,694,76.719625,34,34
H0Y5P0,693,81.08603,40,40
H0Y638,693,77.85151,39,39
F8W8Z4,693,79.00599,37,37
A8MXQ8,693,77.14234,26,26
J3QRH7,693,76.94683,27,27
F8VSE7,693,77.05536,34,34
E7EVY3,693,74.91816,31,31
A5D8W3,693,75.32185,36,36
B4DQL0,693,77.30249,38,38
J3KP02,692,81.228255,46,46
M0QZ22,692,75.292665,25,25
F8VZN8,692,76.532585,33,33
R4GNI2,692,79.045855,36,36
E7EVF3,691,78.07877,30,30
H0YC29,691,75.83728,32,32
F5H6Y5,691,78.28926,36,36
E9PEG9,691,67.54499,39,39
B1AHB1,691,77.59247,37,37
A8MTK4,691,78.72629,31,31
H0YNB1,691,75.97678,38,38
E7EPA0,690,76.905235,16,16
J3KTM9,690,76.560025,28,28
F8W6C1,690,80.939735,41,41
F8WA32,690,80.379025,44,44
E7ETT6,690,78.358215,34,34
E9PIZ2,690,78.699695,38,38
B1AMG5,690,77.678835,40,40
H7BXK9,690,77.544855,32,32
I6L893,689,74.19245,28,28
H3BN68,689,80.14158,27,27
H0Y718,689,78.61774,38,38
E7EU42,689,78.28821,30,30
E9PMK9,689,76.60467,32,32
Q5T0V7,689,79.16716,39,39
G3V342,688,78.878305,46,46
H0Y892,688,79.301895,27,27
F5GZ90,688,74.999275,32,32
E7ES56,688,67.375805,35,35
E7EMA3,688,74.935235,22,22
R4GNH8,688,80.317095,39,39
E9PCZ3,688,78.153825,35,35
E7EUA7,688,78.173805,32,32
E7EPX8,688,76.723835,36,36
K7ELH8,688,79.509455,26,26
Q5T6N2,688,77.159375,45,45
F5H094,687,76.34552,29,29
J3KQ98,687,74.303,29,29
E7ERN5,687,74.44939,19,19
J3KQC8,687,78.56776,39,39
H3BLS9,687,73.30141,28,28
H7BXV5,687,70.73403,28,28
Q6PJE1,686,79.969965,40,40
E9PHC0,686,77.516115,36,36
C9JPG5,686,77.312045,37,37
E9PGA7,686,77.306975,27,27
H0YAC1,686,76.883145,45,45
E7EWG4,686,73.153275,23,23
F5H126,686,75.796315,34,34
A8MU44,686,80.020905,39,39
J3KNT7,686,77.255045,35,35
T1ECW5,685,72.9663,33,33
Q6ZMR1,685,78.17664,36,36
B1AN15,685,74.87243,24,24
H0Y6I6,685,74.89922,35,35
C9JTJ1,685,79.36001,30,27
F8W6D9,685,76.91729,37,37
F8WER6,685,77.02567,36,36
H3BPA4,684,74.229205,25,25
D6RA42,684,78.607915,31,31
E7ERH8,684,78.594825,37,37
G5E9X3,684,74.716875,29,29
B4DS55,684,79.050495,41,41
F5H0G8,684,77.490845,40,40
E7ETF9,684,78.571725,38,38
B7Z6Q6,684,76.982355,34,34
G3V0I8,684,73.438025,17,17
H0Y4I5,684,73.946535,34,34
G8JLL1,684,79.491975,35,35
B7Z896,684,76.713965,41,41
B7WPP2,683,79.50141,40,40
E7EUE1,683,78.40154,39,39
H0Y3C2,683,78.65049,28,28
G8JLA8,683,74.69319,29,29
C9JGX5,682,78.925065,35,35
K7EK60,682,74.600645,34,34
J3KQC9,682,77.390415,35,35
A0AVG2,682,79.095525,26,26
M0R2P6,682,73.707015,31,31
E7EVE9,682,77.921265,33,33
I3L0G6,681,76.79954,36,36
M0R088,681,78.13868,32,32
Q658Y7,681,74.88058,31,31
C9JA97,681,74.95718,31,31
G5E9N2,681,74.95842,25,25
F8WAK2,681,76.0455,31,31
E7ENM8,681,76.80054,32,32
F8VSC5,681,77.05297,33,33
B4DZC8,681,75.41911,38,38
J3QT38,681,79.36813,38,38
G3XAC3,680,76.220025,32,32
E9PIV1,680,75.691835,32,32
E9PEI4,680,76.796925,34,34
E7EV01,680,77.469065,36,36
H7C357,680,75.245295,30,30
J3KTG9,680,77.882085,37,37
F5H1J9,680,77.514265,36,36
G3V0E5,679,75.96369,36,36
H0Y818,679,75.85722,47,47
B7Z2Y2,679,76.0786,43,43
Q5THR1,679,76.04645,35,35
H0YJE3,679,80.30811,37,37
G3V195,679,73.28096,33,33
B4DKG8,679,77.76933,43,43
H7BXG6,679,73.47896,35,35
F5H4W1,679,73.75371,25,25
F8VZV4,679,72.02717,32,32
H7BYD9,679,75.67356,30,30
E9PFD3,679,76.31403,24,24
J3KR47,678,74.575465,27,27
A6NEQ6,678,64.503135,35,35
H7BXP5,678,72.368205,34,34
H0Y6F5,678,75.195065,30,30
E9PC47,677,75.52658,38,38
H3BTP3,677,72.43188,26,26
B4E0W6,677,76.41847,31,31
B4DY72,677,77.16187,33,33
F5H6L7,677,74.39866,28,28
E7ERD7,677,75.24622,35,35
E9PKC5,677,78.49197,23,23
H7C288,677,75.64275,31,31
F8W6N6,676,75.864155,34,34
E9PCA3,676,77.976805,29,29
E7EQQ2,676,72.258225,28,28
B4E0B6,676,71.051815,28,28
F5H1J4,676,77.868235,34,34
M0R2K1,676,76.140045,27,27
M0QZ43,676,77.571625,29,29
B4DT06,676,75.512575,25,25
B3KT41,676,77.278475,21,21
F5H7X9,676,72.487975,36,36
Q32M46,675,75.35344,25,25
H0YG46,675,75.88498,32,32
K7EQZ6,675,74.72846,33,33
H7BZH1,675,74.61182,38,38
E9PQ70,675,74.7356,32,32
H3BRL0,675,74.62695,33,33
F8VX10,675,74.68023,34,34
F5GW92,675,73.88171,35,34
J3KPI3,675,74.94987,33,33
B3KWK6,675,73.45384,34,34
F5H1E4,675,72.83152,17,17
B7Z590,674,73.785935,31,31
H0Y8A5,674,76.579935,33,33
F5GXJ2,674,73.394095,25,25
H7C2J6,674,76.037455,29,29
C9JR56,674,76.034405,35,35
B4DK95,674,75.915045,31,31
E9PG46,674,73.769455,26,26
M0QZX0,674,72.193815,20,20
H3BPZ0,674,73.769965,33,33
E9PEA4,673,73.57022,29,29
M0R3C7,673,74.53831,36,36
E9PCH5,673,72.79768,31,31
D6RFH5,673,74.71478,34,34
G5E956,673,78.1779,43,43
B4E1K0,673,77.69876,34,34
F8W1R0,673,76.69161,41,41
F8W9B9,673,76.2092,36,36
F8WA39,673,75.71734,32,32
K7EJS8,673,71.42797,33,33
F8WAR6,672,75.801275,35,35
B4DSF2,672,75.204235,29,29
B4DWY7,672,75.587555,31,31
H7C1U3,672,74.604215,35,35
E7EQL2,672,75.485975,28,28
E7ENI1,672,75.519555,33,33
A1A528,672,76.805875,35,35
C9J119,672,76.881305,33,33
G8JLH9,672,76.137865,34,34
E9PEK4,671,74.26848,25,25
B7ZL65,671,71.38402,11,11
F8WBW2,671,79.00133,40,40
F5GY53,671,72.41635,27,27
F6WBJ6,671,77.65041,26,26
H3BLV9,671,76.03909,29,29
F2Z2S4,670,74.021705,26,26
E9PIH6,670,71.672435,33,33
H0Y7Y5,670,76.773415,37,37
D6RA32,670,75.026575,25,25
M0R2Y5,670,74.179315,35,33
E9PFS7,670,78.149655,37,37
H3BUU9,670,73.792615,29,29
F5H2Y2,670,71.547505,24,24
H7BXU9,669,75.24272,28,28
F8W7Z8,669,76.76802,33,33
